timestamp,price,market_cap,volume,hour_key
2025-03-08 21:09:52.114000,86275.61641153895,1.7103140655925117E12,2.560596124354775E10,2025030821
2025-03-08 22:09:47.105000,86250.70845899022,1.7107808680391497E12,1.9759871729117058E10,2025030822
2025-03-08 23:09:49.671000,86212.46281249195,1.7100310054019963E12,1.4531775688323904E10,2025030823
2025-03-09 00:09:58.589000,86295.78124249187,1.712865264454124E12,1.8898687953212597E10,2025030900
2025-03-09 01:04:52.375000,86173.28335601451,1.7087488709767776E12,1.6274034837384953E10,2025030901
2025-03-09 02:08:18.782000,86482.71540062728,1.7137060063960532E12,1.7883284176690697E10,2025030902
2025-03-09 03:05:33.990000,86209.52375647992,1.709176326144998E12,1.6491334245449852E10,2025030903
2025-03-09 04:08:45.440000,85961.58647248213,1.7056106921011838E12,1.5391398327481052E10,2025030904
2025-03-09 05:09:32.795000,86047.49036384479,1.706580600162539E12,1.430903928219877E10,2025030905
2025-03-09 06:04:50.869000,86040.18356410651,1.7072416521179148E12,1.479226271401143E10,2025030906
2025-03-09 07:04:50.680000,86000.70936885416,1.705741403640008E12,1.3260500221936295E10,2025030907
2025-03-09 08:08:53.886000,85920.96629797174,1.7029954023805486E12,1.447094898079645E10,2025030908
2025-03-09 09:04:59.072000,85977.0787526352,1.7049828615718396E12,1.4466138098244398E10,2025030909
2025-03-09 10:02:08.911000,85799.05874600667,1.7017649179770854E12,1.4245480442739183E10,2025030910
2025-03-09 11:04:34.285000,85560.22495548673,1.6981831129431917E12,1.4705113476813753E10,2025030911
2025-03-09 12:04:51.262000,84910.69583247308,1.682126116345073E12,1.2882119860711767E10,2025030912
2025-03-09 13:03:21.493000,85036.72284003632,1.685309255973485E12,1.5738426352572817E10,2025030913
2025-03-09 14:09:49.477000,84685.97978656797,1.679620171123259E12,1.6412388801123829E10,2025030914
2025-03-09 15:09:38.579000,83332.0655384259,1.659837325954614E12,1.7140344449946768E10,2025030915
2025-03-09 16:09:53.965000,83574.5108562199,1.6612006444526824E12,1.8680912408534866E10,2025030916
2025-03-09 17:02:27.130000,83052.85746851926,1.6473674526044727E12,1.6703618878574768E10,2025030917
2025-03-09 18:04:47.921000,82556.83567815712,1.6340639579311772E12,2.0855568526423393E10,2025030918
2025-03-09 19:09:32.873000,82584.92274538855,1.6337554715797556E12,2.2687296341169598E10,2025030919
2025-03-09 20:07:08.861000,82470.08205523597,1.6379582721406055E12,2.4468139849257023E10,2025030920
2025-03-09 21:04:48.983000,82654.8713552498,1.6371031809055845E12,2.5268133573750854E10,2025030921
2025-03-09 22:04:49.758000,83065.63858118771,1.6449223413145542E12,2.5948485652791164E10,2025030922
2025-03-09 23:01:57.639000,81876.58012977014,1.6239098103005576E12,2.7355680037257572E10,2025030923
2025-03-10 00:09:24.782000,80182.87188781645,1.5953928961438347E12,2.7325944895641483E10,2025031000
2025-03-10 01:05:56.716000,80674.95605846473,1.5988308053257644E12,3.0215020198266373E10,2025031001
2025-03-10 02:04:52.018000,81296.78489902265,1.6121096383487834E12,3.1118171095402702E10,2025031002
2025-03-10 03:08:18.322000,81585.60219948366,1.6177999200172156E12,3.634889942111769E10,2025031003
2025-03-10 04:04:30.203000,82153.9633762446,1.6318747136707876E12,3.731299425275005E10,2025031004
2025-03-10 05:09:43.365000,82275.77503867827,1.6319182732663381E12,3.904313402319929E10,2025031005
2025-03-10 06:01:11.568000,82594.63758054533,1.6373009577548977E12,3.907857384242203E10,2025031006
2025-03-10 07:03:14.886000,82318.71368767633,1.6330357514392087E12,3.927321999218651E10,2025031007
2025-03-10 08:04:37.855000,82358.2750533279,1.6342213954234275E12,3.721177161997821E10,2025031008
2025-03-10 09:04:56.102000,82343.42704338364,1.6323112958053704E12,4.0472854457761986E10,2025031009
2025-03-10 10:02:41.882000,81313.3266600055,1.6121886956207915E12,3.930617661257209E10,2025031010
2025-03-10 11:09:44.132000,82487.28911920935,1.636576819923021E12,4.075307803213382E10,2025031011
2025-03-10 12:09:46.110000,82429.6316250025,1.6357876133296687E12,3.9448653776391304E10,2025031012
2025-03-10 13:06:03.868000,83620.17030648564,1.6598167480710522E12,4.3524802986576065E10,2025031013
2025-03-10 14:04:51.946000,83263.6093863294,1.6514264062388325E12,4.159563451679688E10,2025031014
2025-03-10 15:08:27.016000,80589.75308067302,1.6153517457050684E12,4.761267156156004E10,2025031015
2025-03-10 16:05:44.084000,79367.30394685987,1.574270360366558E12,4.8134580523782875E10,2025031016
2025-03-10 17:04:50.724000,80035.9520312988,1.5925507310046985E12,5.070123320436553E10,2025031017
2025-03-10 18:04:48.287000,79195.70533532878,1.5704029965005483E12,4.777463460888061E10,2025031018
2025-03-10 19:01:39.725000,78538.34915812933,1.5528470768125188E12,5.312831368670479E10,2025031019
2025-03-10 20:04:45.249000,77494.5999450215,1.557565270770823E12,5.403407746656035E10,2025031020
2025-03-10 21:08:52.201000,78880.11223709627,1.5613582564914446E12,5.700362200505825E10,2025031021
2025-03-10 22:04:43.016000,79366.4867385192,1.5796186974103643E12,5.722963375539629E10,2025031022
2025-03-10 23:06:13.338000,79473.53229603526,1.575125458057242E12,5.893114392108885E10,2025031023
2025-03-11 00:04:37.499000,79505.93316264477,1.5804926218220017E12,5.819026736577554E10,2025031100
2025-03-11 01:04:46.566000,78537.05805794513,1.5625200273592979E12,5.645626168639293E10,2025031101
2025-03-11 02:05:36.450000,77186.92631492284,1.5580778980842305E12,5.298920571643158E10,2025031102
2025-03-11 03:03:36.428000,79080.26510244102,1.5659118985163586E12,5.969637276466558E10,2025031103
2025-03-11 04:09:44.099000,79348.17308679354,1.5747894697326104E12,5.8302944523954895E10,2025031104
2025-03-11 05:04:52.436000,79475.39891601757,1.5785064944122424E12,6.026080217227767E10,2025031105
2025-03-11 06:02:02.474000,79779.07033567471,1.5835415636482844E12,6.059089594502616E10,2025031106
2025-03-11 07:05:25.747000,80271.29118843551,1.592160440655731E12,5.559865848482086E10,2025031107
2025-03-11 08:09:54.603000,80305.86988849436,1.591699226429506E12,6.066102152727272E10,2025031108
2025-03-11 09:09:53.415000,80428.12261085547,1.5941520472025403E12,6.137397781644833E10,2025031109
2025-03-11 10:04:24.174000,81207.40156455616,1.609188187417937E12,6.291610403744204E10,2025031110
2025-03-11 11:01:11.265000,81494.18849077556,1.6182374641307434E12,5.8380569868477455E10,2025031111
2025-03-11 12:01:27.631000,81788.49157040409,1.6214980082504285E12,6.172666678913417E10,2025031112
